batch_size,num_hist,frameskip,T,num_episodes,num_workers,slices,train_samples,steps,training_ok,rollout_ok,vram_train_mib,vram_train_pct,vram_val_peak_mib,vram_val_peak_pct,val_overhead_pct,vram_ok,score,attention_seq_len,attention_mib
16,1,2,25,1000,2,22,19800,1238,True,True,11805.2,48.1,13349.7,54.3,13.1,True,1000.08,196,619.7
32,1,2,25,500,2,22,9900,310,True,True,21051.6,85.7,23772.5,96.8,12.9,True,1000.32,196,1239.5
32,1,2,25,1000,2,22,19800,619,True,True,21051.6,85.7,23772.5,96.8,12.9,True,1000.16,196,1239.5
4,1,3,25,500,2,20,9000,2250,True,True,4870.4,19.8,5526.0,22.5,13.5,True,1000.04,196,154.9
4,1,3,25,1000,2,20,18000,4500,True,True,4870.4,19.8,5526.0,22.5,13.5,True,1000.02,196,154.9
8,1,3,25,500,2,20,9000,1125,True,True,7182.0,29.2,8131.7,33.1,13.2,True,1000.09,196,309.9
8,1,3,25,1000,2,20,18000,2250,True,True,7182.0,29.2,8131.7,33.1,13.2,True,1000.04,196,309.9
16,1,3,25,500,2,20,9000,563,True,True,11805.2,48.1,13343.2,54.3,13.0,True,1000.18,196,619.7
16,1,3,25,1000,2,20,18000,1125,True,True,11805.2,48.1,13343.2,54.3,13.0,True,1000.09,196,619.7
32,1,3,25,500,2,20,9000,282,True,True,21051.6,85.7,23766.0,96.8,12.9,True,1000.35,196,1239.5
32,1,3,25,1000,2,20,18000,563,True,True,21051.6,85.7,23766.0,96.8,12.9,True,1000.18,196,1239.5
4,1,4,25,500,2,18,8100,2025,True,True,4870.4,19.8,5522.8,22.5,13.4,True,1000.05,196,154.9
4,1,4,25,1000,2,18,16200,4050,True,True,4870.4,19.8,5522.8,22.5,13.4,True,1000.02,196,154.9
8,1,4,25,500,2,18,8100,1013,True,True,7182.0,29.2,8128.5,33.1,13.2,True,1000.1,196,309.9
8,1,4,25,1000,2,18,16200,2025,True,True,7182.0,29.2,8128.5,33.1,13.2,True,1000.05,196,309.9
16,1,4,25,500,2,18,8100,507,True,True,11805.2,48.1,13339.9,54.3,13.0,True,1000.2,196,619.7
16,1,4,25,1000,2,18,16200,1013,True,True,11805.2,48.1,13339.9,54.3,13.0,True,1000.1,196,619.7
32,1,4,25,500,2,18,8100,254,True,True,21051.6,85.7,23762.8,96.7,12.9,True,1000.39,196,1239.5
32,1,4,25,1000,2,18,16200,507,True,True,21051.6,85.7,23762.8,96.7,12.9,True,1000.2,196,1239.5
4,1,5,25,500,2,16,7200,1800,True,True,4870.4,19.8,5519.5,22.5,13.3,True,1000.06,196,154.9
4,1,5,25,1000,2,16,14400,3600,True,True,4870.4,19.8,5519.5,22.5,13.3,True,1000.03,196,154.9
8,1,5,25,500,2,16,7200,900,True,True,7182.0,29.2,8125.2,33.1,13.1,True,1000.11,196,309.9
8,1,5,25,1000,2,16,14400,1800,True,True,7182.0,29.2,8125.2,33.1,13.1,True,1000.06,196,309.9
16,1,5,25,500,2,16,7200,450,True,True,11805.2,48.1,13336.7,54.3,13.0,True,1000.22,196,619.7
16,1,5,25,1000,2,16,14400,900,True,True,11805.2,48.1,13336.7,54.3,13.0,True,1000.11,196,619.7
32,1,5,25,500,2,16,7200,225,True,True,21051.6,85.7,23759.5,96.7,12.9,True,1000.44,196,1239.5
32,1,5,25,1000,2,16,14400,450,True,True,21051.6,85.7,23759.5,96.7,12.9,True,1000.22,196,1239.5
4,2,1,25,500,2,23,10350,2588,True,True,6569.9,26.7,7536.9,30.7,14.7,True,2000.04,392,619.7
4,2,1,25,1000,2,23,20700,5175,True,True,6569.9,26.7,7536.9,30.7,14.7,True,2000.02,392,619.7
8,2,1,25,500,2,23,10350,1294,True,True,10581.1,43.1,12054.4,49.1,13.9,True,2000.08,392,1239.5
8,2,1,25,1000,2,23,20700,2588,True,True,10581.1,43.1,12054.4,49.1,13.9,True,2000.04,392,1239.5
16,2,1,25,500,2,23,10350,647,True,True,18603.4,75.7,21089.6,85.9,13.4,True,2000.15,392,2478.9
16,2,1,25,1000,2,23,20700,1294,True,True,18603.4,75.7,21089.6,85.9,13.4,True,2000.08,392,2478.9
32,2,1,25,500,2,23,10350,324,True,True,34648.0,141.1,39159.9,159.4,13.0,False,-1.0,392,4957.8
32,2,1,25,1000,2,23,20700,647,True,True,34648.0,141.1,39159.9,159.4,13.0,False,-1.0,392,4957.8
4,2,2,25,500,2,20,9000,2250,True,True,6569.9,26.7,7517.4,30.6,14.4,True,2000.04,392,619.7
4,2,2,25,1000,2,20,18000,4500,True,True,6569.9,26.7,7517.4,30.6,14.4,True,2000.02,392,619.7
8,2,2,25,500,2,20,9000,1125,True,True,10581.1,43.1,12034.9,49.0,13.7,True,2000.09,392,1239.5
8,2,2,25,1000,2,20,18000,2250,True,True,10581.1,43.1,12034.9,49.0,13.7,True,2000.04,392,1239.5
16,2,2,25,500,2,20,9000,563,True,True,18603.4,75.7,21070.1,85.8,13.3,True,2000.18,392,2478.9
16,2,2,25,1000,2,20,18000,1125,True,True,18603.4,75.7,21070.1,85.8,13.3,True,2000.09,392,2478.9
32,2,2,25,500,2,20,9000,282,True,True,34648.0,141.1,39140.4,159.3,13.0,False,-1.0,392,4957.8
32,2,2,25,1000,2,20,18000,563,True,True,34648.0,141.1,39140.4,159.3,13.0,False,-1.0,392,4957.8
4,2,3,25,500,2,17,7650,1913,True,True,6569.9,26.7,7510.9,30.6,14.3,True,2000.05,392,619.7
4,2,3,25,1000,2,17,15300,3825,True,True,6569.9,26.7,7510.9,30.6,14.3,True,2000.03,392,619.7
8,2,3,25,500,2,17,7650,957,True,True,10581.1,43.1,12028.4,49.0,13.7,True,2000.1,392,1239.5
8,2,3,25,1000,2,17,15300,1913,True,True,10581.1,43.1,12028.4,49.0,13.7,True,2000.05,392,1239.5
16,2,3,25,500,2,17,7650,479,True,True,18603.4,75.7,21063.6,85.7,13.2,True,2000.21,392,2478.9
16,2,3,25,1000,2,17,15300,957,True,True,18603.4,75.7,21063.6,85.7,13.2,True,2000.1,392,2478.9
32,2,3,25,500,2,17,7650,240,True,True,34648.0,141.1,39133.9,159.3,12.9,False,-1.0,392,4957.8
32,2,3,25,1000,2,17,15300,479,True,True,34648.0,141.1,39133.9,159.3,12.9,False,-1.0,392,4957.8
4,2,4,25,500,2,14,6300,1575,True,True,6569.9,26.7,7507.6,30.6,14.3,True,2000.06,392,619.7
4,2,4,25,1000,2,14,12600,3150,True,True,6569.9,26.7,7507.6,30.6,14.3,True,2000.03,392,619.7
8,2,4,25,500,2,14,6300,788,True,True,10581.1,43.1,12025.2,49.0,13.6,True,2000.13,392,1239.5
8,2,4,25,1000,2,14,12600,1575,True,True,10581.1,43.1,12025.2,49.0,13.6,True,2000.06,392,1239.5
16,2,4,25,500,2,14,6300,394,True,True,18603.4,75.7,21060.3,85.7,13.2,True,2000.25,392,2478.9
16,2,4,25,1000,2,14,12600,788,True,True,18603.4,75.7,21060.3,85.7,13.2,True,2000.13,392,2478.9
32,2,4,25,500,2,14,6300,197,True,True,34648.0,141.1,39130.6,159.3,12.9,False,-1.0,392,4957.8
32,2,4,25,1000,2,14,12600,394,True,True,34648.0,141.1,39130.6,159.3,12.9,False,-1.0,392,4957.8
4,2,5,25,500,2,11,4950,1238,True,False,6569.9,26.7,7504.4,30.6,14.2,True,-1.0,392,619.7
4,2,5,25,1000,2,11,9900,2475,True,False,6569.9,26.7,7504.4,30.6,14.2,True,-1.0,392,619.7
8,2,5,25,500,2,11,4950,619,True,False,10581.1,43.1,12021.9,48.9,13.6,True,-1.0,392,1239.5
8,2,5,25,1000,2,11,9900,1238,True,False,10581.1,43.1,12021.9,48.9,13.6,True,-1.0,392,1239.5
16,2,5,25,500,2,11,4950,310,True,False,18603.4,75.7,21057.1,85.7,13.2,True,-1.0,392,2478.9
16,2,5,25,1000,2,11,9900,619,True,False,18603.4,75.7,21057.1,85.7,13.2,True,-1.0,392,2478.9
32,2,5,25,500,2,11,4950,155,True,False,34648.0,141.1,39127.4,159.3,12.9,False,-1.0,392,4957.8
32,2,5,25,1000,2,11,9900,310,True,False,34648.0,141.1,39127.4,159.3,12.9,False,-1.0,392,4957.8
4,3,1,25,500,2,22,9900,2475,True,True,8579.3,34.9,9900.3,40.3,15.4,True,3000.04,588,1394.4
4,3,1,25,1000,2,22,19800,4950,True,True,8579.3,34.9,9900.3,40.3,15.4,True,3000.02,588,1394.4
8,3,1,25,500,2,22,9900,1238,True,True,14599.9,59.4,16676.7,67.9,14.2,True,3000.08,588,2788.8
8,3,1,25,1000,2,22,19800,2475,True,True,14599.9,59.4,16676.7,67.9,14.2,True,3000.04,588,2788.8
16,3,1,25,500,2,22,9900,619,True,True,26641.0,108.5,30229.7,123.1,13.5,False,-1.0,588,5577.6
16,3,1,25,1000,2,22,19800,1238,True,True,26641.0,108.5,30229.7,123.1,13.5,False,-1.0,588,5577.6
32,3,1,25,500,2,22,9900,310,True,True,50723.3,206.5,57335.6,233.4,13.0,False,-1.0,588,11155.1
32,3,1,25,1000,2,22,19800,619,True,True,50723.3,206.5,57335.6,233.4,13.0,False,-1.0,588,11155.1
4,3,2,25,500,2,18,8100,2025,True,True,8579.3,34.9,9880.8,40.2,15.2,True,3000.05,588,1394.4
4,3,2,25,1000,2,18,16200,4050,True,True,8579.3,34.9,9880.8,40.2,15.2,True,3000.02,588,1394.4
8,3,2,25,500,2,18,8100,1013,True,True,14599.9,59.4,16657.3,67.8,14.1,True,3000.1,588,2788.8
8,3,2,25,1000,2,18,16200,2025,True,True,14599.9,59.4,16657.3,67.8,14.1,True,3000.05,588,2788.8
16,3,2,25,500,2,18,8100,507,True,True,26641.0,108.5,30210.2,123.0,13.4,False,-1.0,588,5577.6
16,3,2,25,1000,2,18,16200,1013,True,True,26641.0,108.5,30210.2,123.0,13.4,False,-1.0,588,5577.6
32,3,2,25,500,2,18,8100,254,True,True,50723.3,206.5,57316.1,233.3,13.0,False,-1.0,588,11155.1
32,3,2,25,1000,2,18,16200,507,True,True,50723.3,206.5,57316.1,233.3,13.0,False,-1.0,588,11155.1
4,3,3,25,500,2,14,6300,1575,True,True,8579.3,34.9,9874.3,40.2,15.1,True,3000.06,588,1394.4
4,3,3,25,1000,2,14,12600,3150,True,True,8579.3,34.9,9874.3,40.2,15.1,True,3000.03,588,1394.4
8,3,3,25,500,2,14,6300,788,True,True,14599.9,59.4,16650.8,67.8,14.0,True,3000.13,588,2788.8
8,3,3,25,1000,2,14,12600,1575,True,True,14599.9,59.4,16650.8,67.8,14.0,True,3000.06,588,2788.8
16,3,3,25,500,2,14,6300,394,True,True,26641.0,108.5,30203.7,123.0,13.4,False,-1.0,588,5577.6
16,3,3,25,1000,2,14,12600,788,True,True,26641.0,108.5,30203.7,123.0,13.4,False,-1.0,588,5577.6
32,3,3,25,500,2,14,6300,197,True,True,50723.3,206.5,57309.6,233.3,13.0,False,-1.0,588,11155.1
32,3,3,25,1000,2,14,12600,394,True,True,50723.3,206.5,57309.6,233.3,13.0,False,-1.0,588,11155.1
4,3,4,25,500,2,10,4500,1125,True,True,8579.3,34.9,9871.0,40.2,15.1,True,3000.09,588,1394.4
4,3,4,25,1000,2,10,9000,2250,True,True,8579.3,34.9,9871.0,40.2,15.1,True,3000.04,588,1394.4
8,3,4,25,500,2,10,4500,563,True,True,14599.9,59.4,16647.5,67.8,14.0,True,3000.18,588,2788.8
8,3,4,25,1000,2,10,9000,1125,True,True,14599.9,59.4,16647.5,67.8,14.0,True,3000.09,588,2788.8
16,3,4,25,500,2,10,4500,282,True,True,26641.0,108.5,30200.5,122.9,13.4,False,-1.0,588,5577.6
16,3,4,25,1000,2,10,9000,563,True,True,26641.0,108.5,30200.5,122.9,13.4,False,-1.0,588,5577.6
32,3,4,25,500,2,10,4500,141,True,True,50723.3,206.5,57306.4,233.3,13.0,False,-1.0,588,11155.1
32,3,4,25,1000,2,10,9000,282,True,True,50723.3,206.5,57306.4,233.3,13.0,False,-1.0,588,11155.1
4,3,5,25,500,2,6,2700,675,True,False,8579.3,34.9,9867.8,40.2,15.0,True,-1.0,588,1394.4
4,3,5,25,1000,2,6,5400,1350,True,False,8579.3,34.9,9867.8,40.2,15.0,True,-1.0,588,1394.4
8,3,5,25,500,2,6,2700,338,True,False,14599.9,59.4,16644.3,67.8,14.0,True,-1.0,588,2788.8
8,3,5,25,1000,2,6,5400,675,True,False,14599.9,59.4,16644.3,67.8,14.0,True,-1.0,588,2788.8
16,3,5,25,500,2,6,2700,169,True,False,26641.0,108.5,30197.2,122.9,13.3,False,-1.0,588,5577.6
16,3,5,25,1000,2,6,5400,338,True,False,26641.0,108.5,30197.2,122.9,13.3,False,-1.0,588,5577.6
32,3,5,25,500,2,6,2700,85,True,False,50723.3,206.5,57303.1,233.3,13.0,False,-1.0,588,11155.1
32,3,5,25,1000,2,6,5400,169,True,False,50723.3,206.5,57303.1,233.3,13.0,False,-1.0,588,11155.1
4,4,1,25,500,2,21,9450,2363,True,True,10898.6,44.4,12642.2,51.5,16.0,True,4000.04,784,2478.9
4,4,1,25,1000,2,21,18900,4725,True,True,10898.6,44.4,12642.2,51.5,16.0,True,4000.02,784,2478.9
8,4,1,25,500,2,21,9450,1182,True,True,19238.5,78.3,22024.7,89.7,14.5,True,4000.08,784,4957.8
8,4,1,25,1000,2,21,18900,2363,True,True,19238.5,78.3,22024.7,89.7,14.5,True,4000.04,784,4957.8
16,4,1,25,500,2,21,9450,591,True,True,35918.1,146.2,40789.5,166.1,13.6,False,-1.0,784,9915.7
16,4,1,25,1000,2,21,18900,1182,True,True,35918.1,146.2,40789.5,166.1,13.6,False,-1.0,784,9915.7
32,4,1,25,500,2,21,9450,296,True,True,69277.5,282.0,78319.3,318.8,13.1,False,-1.0,784,19831.4
32,4,1,25,1000,2,21,18900,591,True,True,69277.5,282.0,78319.3,318.8,13.1,False,-1.0,784,19831.4
4,4,2,25,500,2,16,7200,1800,True,True,10898.6,44.4,12622.7,51.4,15.8,True,4000.06,784,2478.9
4,4,2,25,1000,2,16,14400,3600,True,True,10898.6,44.4,12622.7,51.4,15.8,True,4000.03,784,2478.9
8,4,2,25,500,2,16,7200,900,True,True,19238.5,78.3,22005.2,89.6,14.4,True,4000.11,784,4957.8
8,4,2,25,1000,2,16,14400,1800,True,True,19238.5,78.3,22005.2,89.6,14.4,True,4000.06,784,4957.8
16,4,2,25,500,2,16,7200,450,True,True,35918.1,146.2,40770.0,166.0,13.5,False,-1.0,784,9915.7
16,4,2,25,1000,2,16,14400,900,True,True,35918.1,146.2,40770.0,166.0,13.5,False,-1.0,784,9915.7
32,4,2,25,500,2,16,7200,225,True,True,69277.5,282.0,78299.8,318.8,13.0,False,-1.0,784,19831.4
32,4,2,25,1000,2,16,14400,450,True,True,69277.5,282.0,78299.8,318.8,13.0,False,-1.0,784,19831.4
4,4,3,25,500,2,11,4950,1238,True,True,10898.6,44.4,12616.2,51.4,15.8,True,4000.08,784,2478.9
4,4,3,25,1000,2,11,9900,2475,True,True,10898.6,44.4,12616.2,51.4,15.8,True,4000.04,784,2478.9
8,4,3,25,500,2,11,4950,619,True,True,19238.5,78.3,21998.7,89.6,14.3,True,4000.16,784,4957.8
8,4,3,25,1000,2,11,9900,1238,True,True,19238.5,78.3,21998.7,89.6,14.3,True,4000.08,784,4957.8
16,4,3,25,500,2,11,4950,310,True,True,35918.1,146.2,40763.5,165.9,13.5,False,-1.0,784,9915.7
16,4,3,25,1000,2,11,9900,619,True,True,35918.1,146.2,40763.5,165.9,13.5,False,-1.0,784,9915.7
32,4,3,25,500,2,11,4950,155,True,True,69277.5,282.0,78293.3,318.7,13.0,False,-1.0,784,19831.4
32,4,3,25,1000,2,11,9900,310,True,True,69277.5,282.0,78293.3,318.7,13.0,False,-1.0,784,19831.4
4,4,4,25,500,2,6,2700,675,True,False,10898.6,44.4,12613.0,51.3,15.7,True,-1.0,784,2478.9
4,4,4,25,1000,2,6,5400,1350,True,False,10898.6,44.4,12613.0,51.3,15.7,True,-1.0,784,2478.9
8,4,4,25,500,2,6,2700,338,True,False,19238.5,78.3,21995.4,89.5,14.3,True,-1.0,784,4957.8
8,4,4,25,1000,2,6,5400,675,True,False,19238.5,78.3,21995.4,89.5,14.3,True,-1.0,784,4957.8
16,4,4,25,500,2,6,2700,169,True,False,35918.1,146.2,40760.3,165.9,13.5,False,-1.0,784,9915.7
16,4,4,25,1000,2,6,5400,338,True,False,35918.1,146.2,40760.3,165.9,13.5,False,-1.0,784,9915.7
32,4,4,25,500,2,6,2700,85,True,False,69277.5,282.0,78290.0,318.7,13.0,False,-1.0,784,19831.4
32,4,4,25,1000,2,6,5400,169,True,False,69277.5,282.0,78290.0,318.7,13.0,False,-1.0,784,19831.4
4,4,5,25,500,2,1,450,113,True,False,10898.6,44.4,12609.8,51.3,15.7,True,-1.0,784,2478.9
4,4,5,25,1000,2,1,900,225,True,False,10898.6,44.4,12609.8,51.3,15.7,True,-1.0,784,2478.9
8,4,5,25,500,2,1,450,57,True,False,19238.5,78.3,21992.2,89.5,14.3,True,-1.0,784,4957.8
8,4,5,25,1000,2,1,900,113,True,False,19238.5,78.3,21992.2,89.5,14.3,True,-1.0,784,4957.8
16,4,5,25,500,2,1,450,29,True,False,35918.1,146.2,40757.0,165.9,13.5,False,-1.0,784,9915.7
16,4,5,25,1000,2,1,900,57,True,False,35918.1,146.2,40757.0,165.9,13.5,False,-1.0,784,9915.7
32,4,5,25,500,2,1,450,15,True,False,69277.5,282.0,78286.8,318.7,13.0,False,-1.0,784,19831.4
32,4,5,25,1000,2,1,900,29,True,False,69277.5,282.0,78286.8,318.7,13.0,False,-1.0,784,19831.4
4,5,1,25,500,2,20,9000,2250,True,True,13527.8,55.1,15762.8,64.2,16.5,True,5000.04,980,3873.3
4,5,1,25,1000,2,20,18000,4500,True,True,13527.8,55.1,15762.8,64.2,16.5,True,5000.02,980,3873.3
8,5,1,25,500,2,20,9000,1125,True,True,24496.7,99.7,28098.2,114.4,14.7,False,-1.0,980,7746.6
8,5,1,25,1000,2,20,18000,2250,True,True,24496.7,99.7,28098.2,114.4,14.7,False,-1.0,980,7746.6
16,5,1,25,500,2,20,9000,563,True,True,46434.7,189.0,52769.1,214.8,13.6,False,-1.0,980,15493.3
16,5,1,25,1000,2,20,18000,1125,True,True,46434.7,189.0,52769.1,214.8,13.6,False,-1.0,980,15493.3
32,5,1,25,500,2,20,9000,282,True,True,90310.7,367.7,102110.8,415.7,13.1,False,-1.0,980,30986.5
32,5,1,25,1000,2,20,18000,563,True,True,90310.7,367.7,102110.8,415.7,13.1,False,-1.0,980,30986.5
4,5,2,25,500,2,14,6300,1575,True,True,13527.8,55.1,15743.3,64.1,16.4,True,5000.06,980,3873.3
4,5,2,25,1000,2,14,12600,3150,True,True,13527.8,55.1,15743.3,64.1,16.4,True,5000.03,980,3873.3
8,5,2,25,500,2,14,6300,788,True,True,24496.7,99.7,28078.7,114.3,14.6,False,-1.0,980,7746.6
8,5,2,25,1000,2,14,12600,1575,True,True,24496.7,99.7,28078.7,114.3,14.6,False,-1.0,980,7746.6
16,5,2,25,500,2,14,6300,394,True,True,46434.7,189.0,52749.6,214.7,13.6,False,-1.0,980,15493.3
16,5,2,25,1000,2,14,12600,788,True,True,46434.7,189.0,52749.6,214.7,13.6,False,-1.0,980,15493.3
32,5,2,25,500,2,14,6300,197,True,True,90310.7,367.7,102091.3,415.6,13.0,False,-1.0,980,30986.5
32,5,2,25,1000,2,14,12600,394,True,True,90310.7,367.7,102091.3,415.6,13.0,False,-1.0,980,30986.5
4,5,3,25,500,2,8,3600,900,True,True,13527.8,55.1,15736.8,64.1,16.3,True,5000.11,980,3873.3
4,5,3,25,1000,2,8,7200,1800,True,True,13527.8,55.1,15736.8,64.1,16.3,True,5000.06,980,3873.3
8,5,3,25,500,2,8,3600,450,True,True,24496.7,99.7,28072.2,114.3,14.6,False,-1.0,980,7746.6
8,5,3,25,1000,2,8,7200,900,True,True,24496.7,99.7,28072.2,114.3,14.6,False,-1.0,980,7746.6
16,5,3,25,500,2,8,3600,225,True,True,46434.7,189.0,52743.1,214.7,13.6,False,-1.0,980,15493.3
16,5,3,25,1000,2,8,7200,450,True,True,46434.7,189.0,52743.1,214.7,13.6,False,-1.0,980,15493.3
32,5,3,25,500,2,8,3600,113,True,True,90310.7,367.7,102084.8,415.6,13.0,False,-1.0,980,30986.5
32,5,3,25,1000,2,8,7200,225,True,True,90310.7,367.7,102084.8,415.6,13.0,False,-1.0,980,30986.5
4,5,4,25,500,2,2,900,225,True,False,13527.8,55.1,15733.5,64.1,16.3,True,-1.0,980,3873.3
4,5,4,25,1000,2,2,1800,450,True,False,13527.8,55.1,15733.5,64.1,16.3,True,-1.0,980,3873.3
8,5,4,25,500,2,2,900,113,True,False,24496.7,99.7,28069.0,114.3,14.6,False,-1.0,980,7746.6
8,5,4,25,1000,2,2,1800,225,True,False,24496.7,99.7,28069.0,114.3,14.6,False,-1.0,980,7746.6
16,5,4,25,500,2,2,900,57,True,False,46434.7,189.0,52739.8,214.7,13.6,False,-1.0,980,15493.3
16,5,4,25,1000,2,2,1800,113,True,False,46434.7,189.0,52739.8,214.7,13.6,False,-1.0,980,15493.3
32,5,4,25,500,2,2,900,29,True,False,90310.7,367.7,102081.6,415.6,13.0,False,-1.0,980,30986.5
32,5,4,25,1000,2,2,1800,57,True,False,90310.7,367.7,102081.6,415.6,13.0,False,-1.0,980,30986.5
4,5,5,25,500,2,0,0,0,False,False,13527.8,55.1,15730.3,64.0,16.3,True,-1.0,980,3873.3
4,5,5,25,1000,2,0,0,0,False,False,13527.8,55.1,15730.3,64.0,16.3,True,-1.0,980,3873.3
8,5,5,25,500,2,0,0,0,False,False,24496.7,99.7,28065.7,114.3,14.6,False,-1.0,980,7746.6
8,5,5,25,1000,2,0,0,0,False,False,24496.7,99.7,28065.7,114.3,14.6,False,-1.0,980,7746.6
16,5,5,25,500,2,0,0,0,False,False,46434.7,189.0,52736.6,214.7,13.6,False,-1.0,980,15493.3
16,5,5,25,1000,2,0,0,0,False,False,46434.7,189.0,52736.6,214.7,13.6,False,-1.0,980,15493.3
32,5,5,25,500,2,0,0,0,False,False,90310.7,367.7,102078.3,415.6,13.0,False,-1.0,980,30986.5
32,5,5,25,1000,2,0,0,0,False,False,90310.7,367.7,102078.3,415.6,13.0,False,-1.0,980,30986.5
4,6,1,25,500,2,19,8550,2138,True,True,16466.8,67.0,19261.9,78.4,17.0,True,6000.05,1176,5577.6
4,6,1,25,1000,2,19,17100,4275,True,True,16466.8,67.0,19261.9,78.4,17.0,True,6000.02,1176,5577.6
8,6,1,25,500,2,19,8550,1069,True,True,30374.8,123.7,34897.4,142.1,14.9,False,-1.0,1176,11155.1
8,6,1,25,1000,2,19,17100,2138,True,True,30374.8,123.7,34897.4,142.1,14.9,False,-1.0,1176,11155.1
16,6,1,25,500,2,19,8550,535,True,True,58190.8,236.9,66168.3,269.4,13.7,False,-1.0,1176,22310.3
16,6,1,25,1000,2,19,17100,1069,True,True,58190.8,236.9,66168.3,269.4,13.7,False,-1.0,1176,22310.3
32,6,1,25,500,2,19,8550,268,True,True,113822.8,463.4,128710.3,524.0,13.1,False,-1.0,1176,44620.6
32,6,1,25,1000,2,19,17100,535,True,True,113822.8,463.4,128710.3,524.0,13.1,False,-1.0,1176,44620.6
4,6,2,25,500,2,12,5400,1350,True,True,16466.8,67.0,19242.4,78.3,16.9,True,6000.07,1176,5577.6
4,6,2,25,1000,2,12,10800,2700,True,True,16466.8,67.0,19242.4,78.3,16.9,True,6000.04,1176,5577.6
8,6,2,25,500,2,12,5400,675,True,True,30374.8,123.7,34877.9,142.0,14.8,False,-1.0,1176,11155.1
8,6,2,25,1000,2,12,10800,1350,True,True,30374.8,123.7,34877.9,142.0,14.8,False,-1.0,1176,11155.1
16,6,2,25,500,2,12,5400,338,True,True,58190.8,236.9,66148.8,269.3,13.7,False,-1.0,1176,22310.3
16,6,2,25,1000,2,12,10800,675,True,True,58190.8,236.9,66148.8,269.3,13.7,False,-1.0,1176,22310.3
32,6,2,25,500,2,12,5400,169,True,True,113822.8,463.4,128690.8,523.9,13.1,False,-1.0,1176,44620.6
32,6,2,25,1000,2,12,10800,338,True,True,113822.8,463.4,128690.8,523.9,13.1,False,-1.0,1176,44620.6
4,6,3,25,500,2,5,2250,563,True,False,16466.8,67.0,19235.9,78.3,16.8,True,-1.0,1176,5577.6
4,6,3,25,1000,2,5,4500,1125,True,False,16466.8,67.0,19235.9,78.3,16.8,True,-1.0,1176,5577.6
8,6,3,25,500,2,5,2250,282,True,False,30374.8,123.7,34871.4,142.0,14.8,False,-1.0,1176,11155.1
8,6,3,25,1000,2,5,4500,563,True,False,30374.8,123.7,34871.4,142.0,14.8,False,-1.0,1176,11155.1
16,6,3,25,500,2,5,2250,141,True,False,58190.8,236.9,66142.3,269.3,13.7,False,-1.0,1176,22310.3
16,6,3,25,1000,2,5,4500,282,True,False,58190.8,236.9,66142.3,269.3,13.7,False,-1.0,1176,22310.3
32,6,3,25,500,2,5,2250,71,True,False,113822.8,463.4,128684.3,523.9,13.1,False,-1.0,1176,44620.6
32,6,3,25,1000,2,5,4500,141,True,False,113822.8,463.4,128684.3,523.9,13.1,False,-1.0,1176,44620.6
4,6,4,25,500,2,0,0,0,False,False,16466.8,67.0,19232.6,78.3,16.8,True,-1.0,1176,5577.6
4,6,4,25,1000,2,0,0,0,False,False,16466.8,67.0,19232.6,78.3,16.8,True,-1.0,1176,5577.6
8,6,4,25,500,2,0,0,0,False,False,30374.8,123.7,34868.1,141.9,14.8,False,-1.0,1176,11155.1
8,6,4,25,1000,2,0,0,0,False,False,30374.8,123.7,34868.1,141.9,14.8,False,-1.0,1176,11155.1
16,6,4,25,500,2,0,0,0,False,False,58190.8,236.9,66139.1,269.3,13.7,False,-1.0,1176,22310.3
16,6,4,25,1000,2,0,0,0,False,False,58190.8,236.9,66139.1,269.3,13.7,False,-1.0,1176,22310.3
32,6,4,25,500,2,0,0,0,False,False,113822.8,463.4,128681.0,523.9,13.1,False,-1.0,1176,44620.6
32,6,4,25,1000,2,0,0,0,False,False,113822.8,463.4,128681.0,523.9,13.1,False,-1.0,1176,44620.6
4,6,5,25,500,2,0,0,0,False,False,16466.8,67.0,19229.4,78.3,16.8,True,-1.0,1176,5577.6
4,6,5,25,1000,2,0,0,0,False,False,16466.8,67.0,19229.4,78.3,16.8,True,-1.0,1176,5577.6
8,6,5,25,500,2,0,0,0,False,False,30374.8,123.7,34864.9,141.9,14.8,False,-1.0,1176,11155.1
8,6,5,25,1000,2,0,0,0,False,False,30374.8,123.7,34864.9,141.9,14.8,False,-1.0,1176,11155.1
16,6,5,25,500,2,0,0,0,False,False,58190.8,236.9,66135.8,269.2,13.7,False,-1.0,1176,22310.3
16,6,5,25,1000,2,0,0,0,False,False,58190.8,236.9,66135.8,269.2,13.7,False,-1.0,1176,22310.3
32,6,5,25,500,2,0,0,0,False,False,113822.8,463.4,128677.8,523.8,13.1,False,-1.0,1176,44620.6
32,6,5,25,1000,2,0,0,0,False,False,113822.8,463.4,128677.8,523.8,13.1,False,-1.0,1176,44620.6
4,7,1,25,500,2,18,8100,2025,True,True,19715.6,80.3,23139.5,94.2,17.4,True,7000.05,1372,7591.7
4,7,1,25,1000,2,18,16200,4050,True,True,19715.6,80.3,23139.5,94.2,17.4,True,7000.02,1372,7591.7
8,7,1,25,500,2,18,8100,1013,True,True,36872.5,150.1,42422.1,172.7,15.1,False,-1.0,1372,15183.4
8,7,1,25,1000,2,18,16200,2025,True,True,36872.5,150.1,42422.1,172.7,15.1,False,-1.0,1372,15183.4
16,7,1,25,500,2,18,8100,507,True,True,71186.3,289.8,80987.3,329.7,13.8,False,-1.0,1372,30366.8
