batch_size,num_hist,frameskip,T,num_episodes,num_workers,slices,train_samples,steps,training_ok,rollout_ok,vram_train_mib,vram_train_pct,vram_val_peak_mib,vram_val_peak_pct,val_overhead_pct,vram_ok,score,attention_seq_len,attention_mib
32,6,3,22,500,2,2,900,29,True,False,113822.8,463.4,128682.6,523.9,13.1,False,-1.0,1176,44620.6
32,6,3,22,1000,2,2,1800,57,True,False,113822.8,463.4,128682.6,523.9,13.1,False,-1.0,1176,44620.6
4,6,4,22,500,2,0,0,0,False,False,16466.8,67.0,19231.0,78.3,16.8,True,-1.0,1176,5577.6
4,6,4,22,1000,2,0,0,0,False,False,16466.8,67.0,19231.0,78.3,16.8,True,-1.0,1176,5577.6
8,6,4,22,500,2,0,0,0,False,False,30374.8,123.7,34866.5,141.9,14.8,False,-1.0,1176,11155.1
8,6,4,22,1000,2,0,0,0,False,False,30374.8,123.7,34866.5,141.9,14.8,False,-1.0,1176,11155.1
16,6,4,22,500,2,0,0,0,False,False,58190.8,236.9,66137.5,269.2,13.7,False,-1.0,1176,22310.3
16,6,4,22,1000,2,0,0,0,False,False,58190.8,236.9,66137.5,269.2,13.7,False,-1.0,1176,22310.3
32,6,4,22,500,2,0,0,0,False,False,113822.8,463.4,128679.4,523.9,13.1,False,-1.0,1176,44620.6
32,6,4,22,1000,2,0,0,0,False,False,113822.8,463.4,128679.4,523.9,13.1,False,-1.0,1176,44620.6
4,6,5,22,500,2,0,0,0,False,False,16466.8,67.0,19229.4,78.3,16.8,True,-1.0,1176,5577.6
4,6,5,22,1000,2,0,0,0,False,False,16466.8,67.0,19229.4,78.3,16.8,True,-1.0,1176,5577.6
8,6,5,22,500,2,0,0,0,False,False,30374.8,123.7,34864.9,141.9,14.8,False,-1.0,1176,11155.1
8,6,5,22,1000,2,0,0,0,False,False,30374.8,123.7,34864.9,141.9,14.8,False,-1.0,1176,11155.1
16,6,5,22,500,2,0,0,0,False,False,58190.8,236.9,66135.8,269.2,13.7,False,-1.0,1176,22310.3
16,6,5,22,1000,2,0,0,0,False,False,58190.8,236.9,66135.8,269.2,13.7,False,-1.0,1176,22310.3
32,6,5,22,500,2,0,0,0,False,False,113822.8,463.4,128677.8,523.8,13.1,False,-1.0,1176,44620.6
32,6,5,22,1000,2,0,0,0,False,False,113822.8,463.4,128677.8,523.8,13.1,False,-1.0,1176,44620.6
4,7,1,22,500,2,15,6750,1688,True,True,19715.6,80.3,23134.7,94.2,17.3,True,7000.06,1372,7591.7
4,7,1,22,1000,2,15,13500,3375,True,True,19715.6,80.3,23134.7,94.2,17.3,True,7000.03,1372,7591.7
8,7,1,22,500,2,15,6750,844,True,True,36872.5,150.1,42417.2,172.7,15.0,False,-1.0,1372,15183.4
8,7,1,22,1000,2,15,13500,1688,True,True,36872.5,150.1,42417.2,172.7,15.0,False,-1.0,1372,15183.4
16,7,1,22,500,2,15,6750,422,True,True,71186.3,289.8,80982.4,329.7,13.8,False,-1.0,1372,30366.8
16,7,1,22,1000,2,15,13500,844,True,True,71186.3,289.8,80982.4,329.7,13.8,False,-1.0,1372,30366.8
32,7,1,22,500,2,15,6750,211,True,True,139813.8,569.2,158112.8,643.7,13.1,False,-1.0,1372,60733.6
32,7,1,22,1000,2,15,13500,422,True,True,139813.8,569.2,158112.8,643.7,13.1,False,-1.0,1372,60733.6
4,7,2,22,500,2,7,3150,788,True,True,19715.6,80.3,23116.8,94.1,17.3,True,7000.13,1372,7591.7
4,7,2,22,1000,2,7,6300,1575,True,True,19715.6,80.3,23116.8,94.1,17.3,True,7000.06,1372,7591.7
8,7,2,22,500,2,7,3150,394,True,True,36872.5,150.1,42399.4,172.6,15.0,False,-1.0,1372,15183.4
8,7,2,22,1000,2,7,6300,788,True,True,36872.5,150.1,42399.4,172.6,15.0,False,-1.0,1372,15183.4
16,7,2,22,500,2,7,3150,197,True,True,71186.3,289.8,80964.5,329.6,13.7,False,-1.0,1372,30366.8
16,7,2,22,1000,2,7,6300,394,True,True,71186.3,289.8,80964.5,329.6,13.7,False,-1.0,1372,30366.8
32,7,2,22,500,2,7,3150,99,True,True,139813.8,569.2,158094.9,643.6,13.1,False,-1.0,1372,60733.6
32,7,2,22,1000,2,7,6300,197,True,True,139813.8,569.2,158094.9,643.6,13.1,False,-1.0,1372,60733.6
4,7,3,22,500,2,0,0,0,False,False,19715.6,80.3,23111.9,94.1,17.2,True,-1.0,1372,7591.7
4,7,3,22,1000,2,0,0,0,False,False,19715.6,80.3,23111.9,94.1,17.2,True,-1.0,1372,7591.7
8,7,3,22,500,2,0,0,0,False,False,36872.5,150.1,42394.5,172.6,15.0,False,-1.0,1372,15183.4
8,7,3,22,1000,2,0,0,0,False,False,36872.5,150.1,42394.5,172.6,15.0,False,-1.0,1372,15183.4
16,7,3,22,500,2,0,0,0,False,False,71186.3,289.8,80959.7,329.6,13.7,False,-1.0,1372,30366.8
16,7,3,22,1000,2,0,0,0,False,False,71186.3,289.8,80959.7,329.6,13.7,False,-1.0,1372,30366.8
32,7,3,22,500,2,0,0,0,False,False,139813.8,569.2,158090.0,643.6,13.1,False,-1.0,1372,60733.6
32,7,3,22,1000,2,0,0,0,False,False,139813.8,569.2,158090.0,643.6,13.1,False,-1.0,1372,60733.6
4,7,4,22,500,2,0,0,0,False,False,19715.6,80.3,23108.7,94.1,17.2,True,-1.0,1372,7591.7
4,7,4,22,1000,2,0,0,0,False,False,19715.6,80.3,23108.7,94.1,17.2,True,-1.0,1372,7591.7
8,7,4,22,500,2,0,0,0,False,False,36872.5,150.1,42391.3,172.6,15.0,False,-1.0,1372,15183.4
8,7,4,22,1000,2,0,0,0,False,False,36872.5,150.1,42391.3,172.6,15.0,False,-1.0,1372,15183.4
16,7,4,22,500,2,0,0,0,False,False,71186.3,289.8,80956.4,329.6,13.7,False,-1.0,1372,30366.8
16,7,4,22,1000,2,0,0,0,False,False,71186.3,289.8,80956.4,329.6,13.7,False,-1.0,1372,30366.8
32,7,4,22,500,2,0,0,0,False,False,139813.8,569.2,158086.8,643.6,13.1,False,-1.0,1372,60733.6
32,7,4,22,1000,2,0,0,0,False,False,139813.8,569.2,158086.8,643.6,13.1,False,-1.0,1372,60733.6
4,7,5,22,500,2,0,0,0,False,False,19715.6,80.3,23107.0,94.1,17.2,True,-1.0,1372,7591.7
4,7,5,22,1000,2,0,0,0,False,False,19715.6,80.3,23107.0,94.1,17.2,True,-1.0,1372,7591.7
8,7,5,22,500,2,0,0,0,False,False,36872.5,150.1,42389.6,172.6,15.0,False,-1.0,1372,15183.4
8,7,5,22,1000,2,0,0,0,False,False,36872.5,150.1,42389.6,172.6,15.0,False,-1.0,1372,15183.4
16,7,5,22,500,2,0,0,0,False,False,71186.3,289.8,80954.8,329.6,13.7,False,-1.0,1372,30366.8
16,7,5,22,1000,2,0,0,0,False,False,71186.3,289.8,80954.8,329.6,13.7,False,-1.0,1372,30366.8
32,7,5,22,500,2,0,0,0,False,False,139813.8,569.2,158085.1,643.6,13.1,False,-1.0,1372,60733.6
32,7,5,22,1000,2,0,0,0,False,False,139813.8,569.2,158085.1,643.6,13.1,False,-1.0,1372,60733.6
4,8,1,22,500,2,14,6300,1575,True,True,23274.4,94.7,27390.9,111.5,17.7,False,-1.0,1568,9915.7
4,8,1,22,1000,2,14,12600,3150,True,True,23274.4,94.7,27390.9,111.5,17.7,False,-1.0,1568,9915.7
8,8,1,22,500,2,14,6300,788,True,True,43990.0,179.1,50667.6,206.3,15.2,False,-1.0,1568,19831.4
8,8,1,22,1000,2,14,12600,1575,True,True,43990.0,179.1,50667.6,206.3,15.2,False,-1.0,1568,19831.4
16,8,1,22,500,2,14,6300,394,True,True,85421.2,347.7,97221.1,395.8,13.8,False,-1.0,1568,39662.7
16,8,1,22,1000,2,14,12600,788,True,True,85421.2,347.7,97221.1,395.8,13.8,False,-1.0,1568,39662.7
32,8,1,22,500,2,14,6300,197,True,True,168283.7,685.1,190328.0,774.8,13.1,False,-1.0,1568,79325.5
32,8,1,22,1000,2,14,12600,394,True,True,168283.7,685.1,190328.0,774.8,13.1,False,-1.0,1568,79325.5
4,8,2,22,500,2,5,2250,563,True,False,23274.4,94.7,27373.0,111.4,17.6,False,-1.0,1568,9915.7
4,8,2,22,1000,2,5,4500,1125,True,False,23274.4,94.7,27373.0,111.4,17.6,False,-1.0,1568,9915.7
8,8,2,22,500,2,5,2250,282,True,False,43990.0,179.1,50649.7,206.2,15.1,False,-1.0,1568,19831.4
8,8,2,22,1000,2,5,4500,563,True,False,43990.0,179.1,50649.7,206.2,15.1,False,-1.0,1568,19831.4
16,8,2,22,500,2,5,2250,141,True,False,85421.2,347.7,97203.2,395.7,13.8,False,-1.0,1568,39662.7
16,8,2,22,1000,2,5,4500,282,True,False,85421.2,347.7,97203.2,395.7,13.8,False,-1.0,1568,39662.7
32,8,2,22,500,2,5,2250,71,True,False,168283.7,685.1,190310.2,774.8,13.1,False,-1.0,1568,79325.5
32,8,2,22,1000,2,5,4500,141,True,False,168283.7,685.1,190310.2,774.8,13.1,False,-1.0,1568,79325.5
4,8,3,22,500,2,0,0,0,False,False,23274.4,94.7,27368.1,111.4,17.6,False,-1.0,1568,9915.7
4,8,3,22,1000,2,0,0,0,False,False,23274.4,94.7,27368.1,111.4,17.6,False,-1.0,1568,9915.7
8,8,3,22,500,2,0,0,0,False,False,43990.0,179.1,50644.9,206.2,15.1,False,-1.0,1568,19831.4
8,8,3,22,1000,2,0,0,0,False,False,43990.0,179.1,50644.9,206.2,15.1,False,-1.0,1568,19831.4
16,8,3,22,500,2,0,0,0,False,False,85421.2,347.7,97198.3,395.7,13.8,False,-1.0,1568,39662.7
16,8,3,22,1000,2,0,0,0,False,False,85421.2,347.7,97198.3,395.7,13.8,False,-1.0,1568,39662.7
32,8,3,22,500,2,0,0,0,False,False,168283.7,685.1,190305.3,774.7,13.1,False,-1.0,1568,79325.5
32,8,3,22,1000,2,0,0,0,False,False,168283.7,685.1,190305.3,774.7,13.1,False,-1.0,1568,79325.5
4,8,4,22,500,2,0,0,0,False,False,23274.4,94.7,27364.9,111.4,17.6,False,-1.0,1568,9915.7
4,8,4,22,1000,2,0,0,0,False,False,23274.4,94.7,27364.9,111.4,17.6,False,-1.0,1568,9915.7
8,8,4,22,500,2,0,0,0,False,False,43990.0,179.1,50641.6,206.2,15.1,False,-1.0,1568,19831.4
8,8,4,22,1000,2,0,0,0,False,False,43990.0,179.1,50641.6,206.2,15.1,False,-1.0,1568,19831.4
16,8,4,22,500,2,0,0,0,False,False,85421.2,347.7,97195.1,395.7,13.8,False,-1.0,1568,39662.7
16,8,4,22,1000,2,0,0,0,False,False,85421.2,347.7,97195.1,395.7,13.8,False,-1.0,1568,39662.7
32,8,4,22,500,2,0,0,0,False,False,168283.7,685.1,190302.0,774.7,13.1,False,-1.0,1568,79325.5
32,8,4,22,1000,2,0,0,0,False,False,168283.7,685.1,190302.0,774.7,13.1,False,-1.0,1568,79325.5
4,8,5,22,500,2,0,0,0,False,False,23274.4,94.7,27363.3,111.4,17.6,False,-1.0,1568,9915.7
4,8,5,22,1000,2,0,0,0,False,False,23274.4,94.7,27363.3,111.4,17.6,False,-1.0,1568,9915.7
8,8,5,22,500,2,0,0,0,False,False,43990.0,179.1,50640.0,206.2,15.1,False,-1.0,1568,19831.4
8,8,5,22,1000,2,0,0,0,False,False,43990.0,179.1,50640.0,206.2,15.1,False,-1.0,1568,19831.4
16,8,5,22,500,2,0,0,0,False,False,85421.2,347.7,97193.5,395.7,13.8,False,-1.0,1568,39662.7
16,8,5,22,1000,2,0,0,0,False,False,85421.2,347.7,97193.5,395.7,13.8,False,-1.0,1568,39662.7
32,8,5,22,500,2,0,0,0,False,False,168283.7,685.1,190300.4,774.7,13.1,False,-1.0,1568,79325.5
32,8,5,22,1000,2,0,0,0,False,False,168283.7,685.1,190300.4,774.7,13.1,False,-1.0,1568,79325.5
4,9,1,22,500,2,13,5850,1463,True,True,27143.0,110.5,32025.7,130.4,18.0,False,-1.0,1764,12549.5
4,9,1,22,1000,2,13,11700,2925,True,True,27143.0,110.5,32025.7,130.4,18.0,False,-1.0,1764,12549.5
8,9,1,22,500,2,13,5850,732,True,True,51727.2,210.6,59643.6,242.8,15.3,False,-1.0,1764,25099.1
8,9,1,22,1000,2,13,11700,1463,True,True,51727.2,210.6,59643.6,242.8,15.3,False,-1.0,1764,25099.1
16,9,1,22,500,2,13,5850,366,True,True,100895.6,410.7,114879.5,467.7,13.9,False,-1.0,1764,50198.2
16,9,1,22,1000,2,13,11700,732,True,True,100895.6,410.7,114879.5,467.7,13.9,False,-1.0,1764,50198.2
32,9,1,22,500,2,13,5850,183,True,True,199232.5,811.1,225351.2,917.4,13.1,False,-1.0,1764,100396.3
32,9,1,22,1000,2,13,11700,366,True,True,199232.5,811.1,225351.2,917.4,13.1,False,-1.0,1764,100396.3
4,9,2,22,500,2,3,1350,338,True,False,27143.0,110.5,32007.8,130.3,17.9,False,-1.0,1764,12549.5
4,9,2,22,1000,2,3,2700,675,True,False,27143.0,110.5,32007.8,130.3,17.9,False,-1.0,1764,12549.5
8,9,2,22,500,2,3,1350,169,True,False,51727.2,210.6,59625.7,242.7,15.3,False,-1.0,1764,25099.1
8,9,2,22,1000,2,3,2700,338,True,False,51727.2,210.6,59625.7,242.7,15.3,False,-1.0,1764,25099.1
16,9,2,22,500,2,3,1350,85,True,False,100895.6,410.7,114861.6,467.6,13.8,False,-1.0,1764,50198.2
16,9,2,22,1000,2,3,2700,169,True,False,100895.6,410.7,114861.6,467.6,13.8,False,-1.0,1764,50198.2
32,9,2,22,500,2,3,1350,43,True,False,199232.5,811.1,225333.3,917.3,13.1,False,-1.0,1764,100396.3
32,9,2,22,1000,2,3,2700,85,True,False,199232.5,811.1,225333.3,917.3,13.1,False,-1.0,1764,100396.3
4,9,3,22,500,2,0,0,0,False,False,27143.0,110.5,32002.9,130.3,17.9,False,-1.0,1764,12549.5
4,9,3,22,1000,2,0,0,0,False,False,27143.0,110.5,32002.9,130.3,17.9,False,-1.0,1764,12549.5
8,9,3,22,500,2,0,0,0,False,False,51727.2,210.6,59620.9,242.7,15.3,False,-1.0,1764,25099.1
8,9,3,22,1000,2,0,0,0,False,False,51727.2,210.6,59620.9,242.7,15.3,False,-1.0,1764,25099.1
16,9,3,22,500,2,0,0,0,False,False,100895.6,410.7,114856.7,467.6,13.8,False,-1.0,1764,50198.2
16,9,3,22,1000,2,0,0,0,False,False,100895.6,410.7,114856.7,467.6,13.8,False,-1.0,1764,50198.2
32,9,3,22,500,2,0,0,0,False,False,199232.5,811.1,225328.5,917.3,13.1,False,-1.0,1764,100396.3
32,9,3,22,1000,2,0,0,0,False,False,199232.5,811.1,225328.5,917.3,13.1,False,-1.0,1764,100396.3
4,9,4,22,500,2,0,0,0,False,False,27143.0,110.5,31999.7,130.3,17.9,False,-1.0,1764,12549.5
4,9,4,22,1000,2,0,0,0,False,False,27143.0,110.5,31999.7,130.3,17.9,False,-1.0,1764,12549.5
8,9,4,22,500,2,0,0,0,False,False,51727.2,210.6,59617.6,242.7,15.3,False,-1.0,1764,25099.1
8,9,4,22,1000,2,0,0,0,False,False,51727.2,210.6,59617.6,242.7,15.3,False,-1.0,1764,25099.1
16,9,4,22,500,2,0,0,0,False,False,100895.6,410.7,114853.5,467.6,13.8,False,-1.0,1764,50198.2
16,9,4,22,1000,2,0,0,0,False,False,100895.6,410.7,114853.5,467.6,13.8,False,-1.0,1764,50198.2
32,9,4,22,500,2,0,0,0,False,False,199232.5,811.1,225325.2,917.3,13.1,False,-1.0,1764,100396.3
32,9,4,22,1000,2,0,0,0,False,False,199232.5,811.1,225325.2,917.3,13.1,False,-1.0,1764,100396.3
4,9,5,22,500,2,0,0,0,False,False,27143.0,110.5,31998.1,130.3,17.9,False,-1.0,1764,12549.5
4,9,5,22,1000,2,0,0,0,False,False,27143.0,110.5,31998.1,130.3,17.9,False,-1.0,1764,12549.5
8,9,5,22,500,2,0,0,0,False,False,51727.2,210.6,59616.0,242.7,15.3,False,-1.0,1764,25099.1
8,9,5,22,1000,2,0,0,0,False,False,51727.2,210.6,59616.0,242.7,15.3,False,-1.0,1764,25099.1
16,9,5,22,500,2,0,0,0,False,False,100895.6,410.7,114851.8,467.6,13.8,False,-1.0,1764,50198.2
16,9,5,22,1000,2,0,0,0,False,False,100895.6,410.7,114851.8,467.6,13.8,False,-1.0,1764,50198.2
32,9,5,22,500,2,0,0,0,False,False,199232.5,811.1,225323.6,917.3,13.1,False,-1.0,1764,100396.3
32,9,5,22,1000,2,0,0,0,False,False,199232.5,811.1,225323.6,917.3,13.1,False,-1.0,1764,100396.3
4,10,1,22,500,2,12,5400,1350,True,True,31321.5,127.5,37039.0,150.8,18.3,False,-1.0,1960,15493.3
4,10,1,22,1000,2,12,10800,2700,True,True,31321.5,127.5,37039.0,150.8,18.3,False,-1.0,1960,15493.3
8,10,1,22,500,2,12,5400,675,True,True,60084.1,244.6,69345.2,282.3,15.4,False,-1.0,1960,30986.5
8,10,1,22,1000,2,12,10800,1350,True,True,60084.1,244.6,69345.2,282.3,15.4,False,-1.0,1960,30986.5
16,10,1,22,500,2,12,5400,338,True,True,117609.5,478.8,133957.6,545.3,13.9,False,-1.0,1960,61973.0
16,10,1,22,1000,2,12,10800,675,True,True,117609.5,478.8,133957.6,545.3,13.9,False,-1.0,1960,61973.0
32,10,1,22,500,2,12,5400,169,True,True,232660.3,947.2,263182.3,1071.4,13.1,False,-1.0,1960,123946.1
32,10,1,22,1000,2,12,10800,338,True,True,232660.3,947.2,263182.3,1071.4,13.1,False,-1.0,1960,123946.1
4,10,2,22,500,2,1,450,113,True,False,31321.5,127.5,37021.1,150.7,18.2,False,-1.0,1960,15493.3
4,10,2,22,1000,2,1,900,225,True,False,31321.5,127.5,37021.1,150.7,18.2,False,-1.0,1960,15493.3
8,10,2,22,500,2,1,450,57,True,False,60084.1,244.6,69327.3,282.2,15.4,False,-1.0,1960,30986.5
8,10,2,22,1000,2,1,900,113,True,False,60084.1,244.6,69327.3,282.2,15.4,False,-1.0,1960,30986.5
16,10,2,22,500,2,1,450,29,True,False,117609.5,478.8,133939.7,545.3,13.9,False,-1.0,1960,61973.0
16,10,2,22,1000,2,1,900,57,True,False,117609.5,478.8,133939.7,545.3,13.9,False,-1.0,1960,61973.0
32,10,2,22,500,2,1,450,15,True,False,232660.3,947.2,263164.4,1071.3,13.1,False,-1.0,1960,123946.1
32,10,2,22,1000,2,1,900,29,True,False,232660.3,947.2,263164.4,1071.3,13.1,False,-1.0,1960,123946.1
4,10,3,22,500,2,0,0,0,False,False,31321.5,127.5,37016.3,150.7,18.2,False,-1.0,1960,15493.3
4,10,3,22,1000,2,0,0,0,False,False,31321.5,127.5,37016.3,150.7,18.2,False,-1.0,1960,15493.3
8,10,3,22,500,2,0,0,0,False,False,60084.1,244.6,69322.5,282.2,15.4,False,-1.0,1960,30986.5
8,10,3,22,1000,2,0,0,0,False,False,60084.1,244.6,69322.5,282.2,15.4,False,-1.0,1960,30986.5
16,10,3,22,500,2,0,0,0,False,False,117609.5,478.8,133934.8,545.2,13.9,False,-1.0,1960,61973.0
16,10,3,22,1000,2,0,0,0,False,False,117609.5,478.8,133934.8,545.2,13.9,False,-1.0,1960,61973.0
32,10,3,22,500,2,0,0,0,False,False,232660.3,947.2,263159.5,1071.3,13.1,False,-1.0,1960,123946.1
32,10,3,22,1000,2,0,0,0,False,False,232660.3,947.2,263159.5,1071.3,13.1,False,-1.0,1960,123946.1
4,10,4,22,500,2,0,0,0,False,False,31321.5,127.5,37013.0,150.7,18.2,False,-1.0,1960,15493.3
4,10,4,22,1000,2,0,0,0,False,False,31321.5,127.5,37013.0,150.7,18.2,False,-1.0,1960,15493.3
8,10,4,22,500,2,0,0,0,False,False,60084.1,244.6,69319.2,282.2,15.4,False,-1.0,1960,30986.5
8,10,4,22,1000,2,0,0,0,False,False,60084.1,244.6,69319.2,282.2,15.4,False,-1.0,1960,30986.5
16,10,4,22,500,2,0,0,0,False,False,117609.5,478.8,133931.6,545.2,13.9,False,-1.0,1960,61973.0
16,10,4,22,1000,2,0,0,0,False,False,117609.5,478.8,133931.6,545.2,13.9,False,-1.0,1960,61973.0
32,10,4,22,500,2,0,0,0,False,False,232660.3,947.2,263156.3,1071.3,13.1,False,-1.0,1960,123946.1
32,10,4,22,1000,2,0,0,0,False,False,232660.3,947.2,263156.3,1071.3,13.1,False,-1.0,1960,123946.1
4,10,5,22,500,2,0,0,0,False,False,31321.5,127.5,37011.4,150.7,18.2,False,-1.0,1960,15493.3
4,10,5,22,1000,2,0,0,0,False,False,31321.5,127.5,37011.4,150.7,18.2,False,-1.0,1960,15493.3
8,10,5,22,500,2,0,0,0,False,False,60084.1,244.6,69317.6,282.2,15.4,False,-1.0,1960,30986.5
8,10,5,22,1000,2,0,0,0,False,False,60084.1,244.6,69317.6,282.2,15.4,False,-1.0,1960,30986.5
16,10,5,22,500,2,0,0,0,False,False,117609.5,478.8,133929.9,545.2,13.9,False,-1.0,1960,61973.0
16,10,5,22,1000,2,0,0,0,False,False,117609.5,478.8,133929.9,545.2,13.9,False,-1.0,1960,61973.0
32,10,5,22,500,2,0,0,0,False,False,232660.3,947.2,263154.7,1071.3,13.1,False,-1.0,1960,123946.1
32,10,5,22,1000,2,0,0,0,False,False,232660.3,947.2,263154.7,1071.3,13.1,False,-1.0,1960,123946.1
4,11,1,22,500,2,11,4950,1238,True,True,35809.8,145.8,42430.9,172.7,18.5,False,-1.0,2156,18746.8
4,11,1,22,1000,2,11,9900,2475,True,True,35809.8,145.8,42430.9,172.7,18.5,False,-1.0,2156,18746.8
8,11,1,22,500,2,11,4950,619,True,True,69060.8,281.1,79772.4,324.8,15.5,False,-1.0,2156,37493.7
8,11,1,22,1000,2,11,9900,1238,True,True,69060.8,281.1,79772.4,324.8,15.5,False,-1.0,2156,37493.7
16,11,1,22,500,2,11,4950,310,True,True,135562.9,551.9,154455.4,628.8,13.9,False,-1.0,2156,74987.4
16,11,1,22,1000,2,11,9900,619,True,True,135562.9,551.9,154455.4,628.8,13.9,False,-1.0,2156,74987.4
32,11,1,22,500,2,11,4950,155,True,True,268567.0,1093.3,303821.3,1236.9,13.1,False,-1.0,2156,149974.8
32,11,1,22,1000,2,11,9900,310,True,True,268567.0,1093.3,303821.3,1236.9,13.1,False,-1.0,2156,149974.8
4,11,2,22,500,2,0,0,0,False,False,35809.8,145.8,42413.1,172.7,18.4,False,-1.0,2156,18746.8
4,11,2,22,1000,2,0,0,0,False,False,35809.8,145.8,42413.1,172.7,18.4,False,-1.0,2156,18746.8
8,11,2,22,500,2,0,0,0,False,False,69060.8,281.1,79754.5,324.7,15.5,False,-1.0,2156,37493.7
8,11,2,22,1000,2,0,0,0,False,False,69060.8,281.1,79754.5,324.7,15.5,False,-1.0,2156,37493.7
16,11,2,22,500,2,0,0,0,False,False,135562.9,551.9,154437.5,628.7,13.9,False,-1.0,2156,74987.4
16,11,2,22,1000,2,0,0,0,False,False,135562.9,551.9,154437.5,628.7,13.9,False,-1.0,2156,74987.4
32,11,2,22,500,2,0,0,0,False,False,268567.0,1093.3,303803.4,1236.8,13.1,False,-1.0,2156,149974.8
32,11,2,22,1000,2,0,0,0,False,False,268567.0,1093.3,303803.4,1236.8,13.1,False,-1.0,2156,149974.8
4,11,3,22,500,2,0,0,0,False,False,35809.8,145.8,42408.2,172.6,18.4,False,-1.0,2156,18746.8
4,11,3,22,1000,2,0,0,0,False,False,35809.8,145.8,42408.2,172.6,18.4,False,-1.0,2156,18746.8
8,11,3,22,500,2,0,0,0,False,False,69060.8,281.1,79749.7,324.7,15.5,False,-1.0,2156,37493.7
8,11,3,22,1000,2,0,0,0,False,False,69060.8,281.1,79749.7,324.7,15.5,False,-1.0,2156,37493.7
16,11,3,22,500,2,0,0,0,False,False,135562.9,551.9,154432.6,628.7,13.9,False,-1.0,2156,74987.4
16,11,3,22,1000,2,0,0,0,False,False,135562.9,551.9,154432.6,628.7,13.9,False,-1.0,2156,74987.4
32,11,3,22,500,2,0,0,0,False,False,268567.0,1093.3,303798.5,1236.8,13.1,False,-1.0,2156,149974.8
32,11,3,22,1000,2,0,0,0,False,False,268567.0,1093.3,303798.5,1236.8,13.1,False,-1.0,2156,149974.8
4,11,4,22,500,2,0,0,0,False,False,35809.8,145.8,42404.9,172.6,18.4,False,-1.0,2156,18746.8
4,11,4,22,1000,2,0,0,0,False,False,35809.8,145.8,42404.9,172.6,18.4,False,-1.0,2156,18746.8
8,11,4,22,500,2,0,0,0,False,False,69060.8,281.1,79746.4,324.6,15.5,False,-1.0,2156,37493.7
8,11,4,22,1000,2,0,0,0,False,False,69060.8,281.1,79746.4,324.6,15.5,False,-1.0,2156,37493.7
16,11,4,22,500,2,0,0,0,False,False,135562.9,551.9,154429.4,628.7,13.9,False,-1.0,2156,74987.4
16,11,4,22,1000,2,0,0,0,False,False,135562.9,551.9,154429.4,628.7,13.9,False,-1.0,2156,74987.4
32,11,4,22,500,2,0,0,0,False,False,268567.0,1093.3,303795.3,1236.7,13.1,False,-1.0,2156,149974.8
32,11,4,22,1000,2,0,0,0,False,False,268567.0,1093.3,303795.3,1236.7,13.1,False,-1.0,2156,149974.8
4,11,5,22,500,2,0,0,0,False,False,35809.8,145.8,42403.3,172.6,18.4,False,-1.0,2156,18746.8
4,11,5,22,1000,2,0,0,0,False,False,35809.8,145.8,42403.3,172.6,18.4,False,-1.0,2156,18746.8
8,11,5,22,500,2,0,0,0,False,False,69060.8,281.1,79744.8,324.6,15.5,False,-1.0,2156,37493.7
8,11,5,22,1000,2,0,0,0,False,False,69060.8,281.1,79744.8,324.6,15.5,False,-1.0,2156,37493.7
16,11,5,22,500,2,0,0,0,False,False,135562.9,551.9,154427.7,628.7,13.9,False,-1.0,2156,74987.4
16,11,5,22,1000,2,0,0,0,False,False,135562.9,551.9,154427.7,628.7,13.9,False,-1.0,2156,74987.4
32,11,5,22,500,2,0,0,0,False,False,268567.0,1093.3,303793.6,1236.7,13.1,False,-1.0,2156,149974.8
32,11,5,22,1000,2,0,0,0,False,False,268567.0,1093.3,303793.6,1236.7,13.1,False,-1.0,2156,149974.8
4,1,1,25,500,2,24,10800,2700,True,True,4870.4,19.8,5552.0,22.6,14.0,True,1000.04,196,154.9
4,1,1,25,1000,2,24,21600,5400,True,True,4870.4,19.8,5552.0,22.6,14.0,True,1000.02,196,154.9
8,1,1,25,500,2,24,10800,1350,True,True,7182.0,29.2,8157.7,33.2,13.6,True,1000.07,196,309.9
8,1,1,25,1000,2,24,21600,2700,True,True,7182.0,29.2,8157.7,33.2,13.6,True,1000.04,196,309.9
16,1,1,25,500,2,24,10800,675,True,True,11805.2,48.1,13369.2,54.4,13.2,True,1000.15,196,619.7
16,1,1,25,1000,2,24,21600,1350,True,True,11805.2,48.1,13369.2,54.4,13.2,True,1000.07,196,619.7
32,1,1,25,500,2,24,10800,338,True,True,21051.6,85.7,23792.0,96.9,13.0,True,1000.3,196,1239.5
32,1,1,25,1000,2,24,21600,675,True,True,21051.6,85.7,23792.0,96.9,13.0,True,1000.15,196,1239.5
4,1,2,25,500,2,22,9900,2475,True,True,4870.4,19.8,5532.5,22.5,13.6,True,1000.04,196,154.9
4,1,2,25,1000,2,22,19800,4950,True,True,4870.4,19.8,5532.5,22.5,13.6,True,1000.02,196,154.9
8,1,2,25,500,2,22,9900,1238,True,True,7182.0,29.2,8138.2,33.1,13.3,True,1000.08,196,309.9
8,1,2,25,1000,2,22,19800,2475,True,True,7182.0,29.2,8138.2,33.1,13.3,True,1000.04,196,309.9
16,1,2,25,500,2,22,9900,619,True,True,11805.2,48.1,13349.7,54.3,13.1,True,1000.16,196,619.7
